ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Returned
435,D,Flight,5,3,781.84,5,medium,Male,19.93,755,1
436,D,Flight,8,2,415.34,13,medium,Male,25.03,2216,0
437,B,Flight,9,4,153.1,12,low,Male,24.23,3353,0
438,C,Road,9,1,797.09,12,medium,Female,1.72,1343,0
439,D,Ship,1,5,459.23,8,low,Male,28.55,3002,0
440,A,Road,0,4,828.65,8,low,Female,25.42,4387,1
441,A,Flight,1,1,443.32,7,medium,Male,29.12,2273,0
442,E,Flight,4,2,224.85,9,medium,Male,5.82,1654,0
443,C,Flight,5,5,179.29,19,medium,Male,16.09,694,0
444,C,Flight,0,4,746.48,3,low,Male,13.2,4454,1
445,E,Road,6,2,579.14,2,low,Male,11.31,3947,1
446,D,Ship,3,4,410.56,12,high,Male,12.2,1538,0
447,C,Ship,8,2,497.2,7,low,Female,27.11,1910,1
448,A,Flight,5,4,554.14,8,high,Female,20.95,820,0
449,A,Ship,8,1,247.02,13,low,Female,9.74,4516,0
450,B,Flight,0,3,384.38,0,medium,Female,11.37,920,0
451,C,Flight,3,1,299.49,13,medium,Female,14.06,1904,0
452,D,Ship,1,5,394.54,11,medium,Female,11.01,1694,0
453,E,Flight,5,4,505.56,3,high,Male,6.3,3356,1
454,E,Ship,3,3,181.62,3,medium,Male,13.06,4110,0
455,D,Flight,8,3,399.58,12,low,Male,2.39,111,0
456,B,Ship,2,5,391.64,15,medium,Female,25.63,3907,0
457,E,Flight,0,5,293.14,10,medium,Female,24.75,507,0
458,C,Ship,0,3,998.51,2,low,Male,26.76,1516,0
459,B,Flight,8,5,82.89,1,high,Female,13.38,4263,0
460,C,Flight,8,5,646.52,2,medium,Female,19.54,3836,0
461,A,Flight,4,4,182.69,19,high,Male,24.3,4039,0
462,B,Ship,1,1,841.13,16,high,Female,9.45,2938,0
463,E,Road,8,2,915.05,0,medium,Female,19.0,3250,0
464,B,Flight,7,3,407.46,10,low,Male,13.15,444,0
465,B,Flight,9,2,825.24,15,high,Male,11.21,4896,0
466,B,Ship,9,3,257.41,19,low,Male,25.78,3022,0
467,B,Flight,5,3,148.67,9,high,Female,18.72,3181,0
468,C,Flight,6,1,322.72,19,medium,Female,18.7,4777,0
469,A,Flight,5,3,348.26,5,low,Female,4.71,2391,0
470,D,Flight,4,3,403.38,1,low,Female,10.41,3487,0
471,B,Road,3,1,379.23,6,high,Male,25.24,4032,0
472,E,Road,6,5,417.03,16,low,Male,6.4,3639,0
473,B,Flight,3,2,712.93,7,medium,Female,29.11,4004,0
474,E,Flight,9,3,253.12,12,low,Male,24.96,1593,0
475,C,Flight,9,1,28.39,3,low,Female,8.03,3996,0
476,E,Road,9,3,494.78,10,high,Male,3.25,573,0
477,D,Road,8,1,453.81,1,low,Male,5.09,1379,0
478,A,Ship,4,2,69.46,7,low,Female,7.27,943,1
479,E,Ship,7,4,142.46,17,medium,Female,7.13,3698,0
480,E,Flight,5,5,514.82,7,low,Female,0.49,3813,0
481,A,Flight,3,4,242.4,10,medium,Female,21.46,4570,0
482,D,Road,2,1,878.82,4,low,Female,29.31,3631,1
483,B,Flight,5,3,181.56,6,low,Male,8.59,674,0
484,E,Flight,0,5,29.92,3,medium,Male,0.49,379,0
485,A,Road,1,2,453.09,9,low,Male,27.55,867,1
486,C,Road,6,5,986.3,5,low,Female,6.19,3685,1
487,A,Road,3,3,637.53,12,high,Female,0.21,4789,0
488,C,Road,4,4,360.49,15,high,Female,6.72,703,0
489,D,Ship,9,1,26.7,1,low,Male,3.12,2876,0
490,B,Road,0,4,490.1,14,medium,Male,21.78,2666,0
491,A,Road,1,5,214.4,7,high,Female,0.05,1616,0
492,E,Flight,3,3,651.28,16,low,Female,13.24,2651,0
493,D,Flight,7,1,587.18,13,high,Male,14.76,4623,0
494,A,Flight,9,3,272.56,17,low,Female,23.53,1626,0
495,E,Ship,3,3,78.19,13,medium,Female,15.67,1590,0
496,A,Road,2,5,757.47,3,high,Male,3.74,144,0
497,C,Road,2,4,589.61,0,high,Female,12.79,3566,1
498,A,Ship,4,3,843.7,5,low,Female,28.04,2348,0
499,A,Road,2,3,267.2,4,medium,Female,7.1,3294,0
500,A,Flight,7,3,656.33,14,medium,Female,8.98,1642,1
501,D,Ship,4,1,127.49,15,medium,Female,26.2,4224,1
502,A,Road,6,3,298.89,7,low,Male,23.58,1606,0
503,E,Ship,7,3,659.97,5,medium,Male,8.87,1787,0
504,C,Ship,4,5,827.33,4,medium,Female,21.25,2470,0
505,C,Road,7,3,327.72,5,low,Female,2.55,4804,1
506,A,Flight,2,3,800.87,0,medium,Male,16.29,2519,0
507,D,Road,6,5,680.97,13,medium,Male,26.13,1553,0
508,D,Road,7,1,355.19,18,high,Female,25.28,1422,0
509,E,Flight,6,4,877.63,18,medium,Female,6.09,2738,1
510,A,Road,1,5,514.14,14,high,Male,15.99,2734,0
511,C,Road,7,1,651.76,18,high,Female,11.95,1099,0
512,D,Road,5,4,500.68,5,high,Female,16.83,1783,1
513,A,Ship,9,3,458.19,4,high,Male,2.25,2603,0
514,D,Ship,2,5,849.5,15,medium,Female,29.44,2902,0
515,D,Ship,3,3,301.76,8,high,Male,16.91,3992,0
516,C,Road,6,5,46.26,14,high,Male,3.58,3188,0
517,B,Flight,2,4,880.98,7,high,Female,19.27,595,0
518,E,Ship,0,1,826.77,7,medium,Male,0.23,599,0
519,E,Flight,5,5,372.89,3,low,Female,0.19,4785,0
520,C,Road,2,1,193.6,1,high,Male,5.37,2426,0
521,D,Ship,9,3,678.78,15,high,Female,8.13,4539,0
522,A,Road,5,3,87.97,2,low,Male,7.89,3418,1
523,D,Flight,9,4,429.52,8,medium,Male,13.3,2587,1
524,C,Ship,2,4,95.0,3,high,Female,15.4,1023,0
525,E,Ship,5,2,601.93,1,medium,Male,12.66,2942,1
526,D,Ship,3,2,36.94,18,high,Female,11.22,4139,0
527,E,Ship,3,4,632.95,14,medium,Male,20.1,1122,0
528,A,Flight,9,3,676.47,6,medium,Female,7.45,4771,0
529,E,Ship,9,1,492.27,7,high,Male,18.83,2450,0
530,E,Road,1,4,183.26,2,high,Female,28.7,4690,0
531,B,Ship,3,1,110.38,14,medium,Male,14.15,3171,1
532,B,Flight,3,2,320.16,0,high,Female,15.34,916,1
533,B,Ship,6,1,470.55,15,low,Male,21.85,656,0
534,E,Flight,4,4,645.79,2,medium,Female,15.22,4253,0
535,C,Flight,7,3,11.24,1,low,Female,4.32,1505,0
536,E,Road,6,4,713.95,14,high,Male,18.32,3148,1
537,C,Ship,9,5,715.58,3,low,Female,15.26,723,0
538,C,Ship,8,5,450.09,13,low,Male,28.54,3773,1
539,B,Ship,7,5,349.97,8,medium,Female,2.79,3413,0
540,D,Road,8,3,843.89,8,low,Female,16.09,3498,1
541,A,Road,0,4,786.74,13,high,Female,18.51,365,0
542,B,Flight,9,5,983.44,14,medium,Female,18.6,2954,0
543,B,Flight,2,4,378.21,4,high,Male,1.79,2461,0
544,D,Flight,4,2,907.76,1,high,Female,9.83,4067,0
545,A,Road,8,5,96.53,16,low,Female,7.88,2478,0
546,E,Road,7,5,417.35,10,high,Female,20.4,1005,1
547,E,Road,9,3,470.72,12,low,Female,22.06,3249,0
548,B,Flight,6,4,446.47,11,medium,Male,6.28,3488,0
549,A,Road,1,3,628.85,2,medium,Female,24.78,2597,0
550,B,Flight,5,3,178.51,19,low,Male,14.55,128,0
551,C,Flight,3,4,867.79,12,medium,Male,7.89,1813,1
552,B,Ship,4,2,556.25,14,medium,Female,8.99,1487,0
553,B,Ship,4,4,905.17,10,medium,Female,7.91,2919,0
554,E,Ship,3,2,12.61,15,medium,Female,18.13,4292,0
555,E,Flight,3,3,633.69,6,low,Female,15.81,849,0
556,E,Ship,3,2,418.33,0,low,Female,28.16,780,0
557,C,Ship,1,2,510.05,18,high,Male,8.21,4717,0
558,E,Ship,0,2,746.37,17,high,Female,9.58,2703,0
559,A,Road,1,5,234.88,8,medium,Female,0.19,1277,1
560,D,Flight,6,5,212.85,17,low,Female,8.95,3311,0
561,A,Ship,0,3,705.98,2,low,Male,7.53,2167,0
562,A,Road,5,4,526.15,2,low,Female,12.06,3653,1
563,E,Road,3,2,241.3,3,high,Male,14.87,390,0
564,D,Road,1,5,489.18,15,medium,Male,20.11,3536,0
565,D,Ship,2,4,464.96,10,low,Male,5.76,313,0
566,D,Road,6,2,694.53,14,high,Male,16.69,756,1
567,C,Flight,5,4,12.63,8,low,Male,21.86,3583,0
568,E,Road,5,1,590.89,7,low,Male,7.24,1971,0
569,D,Road,7,2,609.62,5,high,Female,10.54,3080,1
570,C,Road,7,4,748.06,17,high,Female,6.15,4437,0
571,B,Road,5,2,890.34,5,low,Male,3.33,2631,0
572,B,Flight,0,2,445.79,5,medium,Female,22.69,834,0
573,C,Ship,9,1,349.1,11,medium,Female,7.2,2032,1
574,C,Flight,6,4,111.3,4,high,Female,11.03,4081,0
575,E,Flight,7,3,343.47,13,low,Male,7.43,1081,1
576,E,Ship,4,5,77.8,5,high,Female,1.31,3052,0
577,B,Road,3,2,804.79,19,low,Male,21.87,4331,1
578,D,Ship,6,2,808.94,18,low,Male,19.3,561,0
579,B,Ship,5,2,423.07,13,low,Female,14.28,4312,1
580,D,Flight,5,2,267.04,0,high,Male,20.23,1706,0
581,D,Ship,2,5,126.84,19,high,Female,25.39,4006,0
582,E,Road,9,3,852.72,6,high,Female,18.55,3527,1
583,A,Flight,3,1,878.72,6,high,Female,27.2,3194,0
584,A,Road,4,3,273.63,13,medium,Male,6.04,2956,1
585,C,Flight,8,5,625.54,19,low,Male,26.5,3002,1
586,E,Road,7,4,266.07,15,high,Female,16.25,3630,1
587,D,Ship,2,1,232.88,11,low,Male,25.25,2122,0
588,A,Ship,5,1,31.0,10,medium,Female,22.31,3901,0
589,D,Ship,9,4,581.39,17,high,Female,1.73,1955,0
590,A,Road,0,2,158.44,11,medium,Female,25.13,1118,0
591,A,Flight,2,5,22.25,9,high,Male,10.12,4780,0
592,A,Flight,9,4,113.8,4,low,Female,12.69,1601,0
593,E,Flight,6,3,320.63,1,medium,Male,0.33,4046,0
594,B,Ship,6,3,672.47,9,medium,Female,22.76,1602,0
595,D,Road,1,4,210.6,15,high,Female,14.01,3693,0
596,E,Flight,2,5,888.71,5,low,Female,28.19,3364,1
597,E,Road,6,1,295.6,5,low,Female,8.43,2859,0
598,E,Flight,5,1,337.91,19,low,Female,14.88,202,0
599,E,Ship,6,2,225.8,11,low,Female,12.33,1773,0
600,E,Road,9,5,261.27,8,high,Female,23.76,1979,0
601,C,Flight,8,3,83.39,16,medium,Male,16.07,1359,0
602,D,Flight,7,3,301.82,9,high,Female,13.8,438,0
603,E,Flight,5,2,861.02,7,low,Female,28.4,3361,0
604,D,Flight,3,3,691.54,8,medium,Female,11.34,3288,0
605,C,Ship,9,2,876.52,6,medium,Female,14.7,2218,0
606,C,Flight,8,2,113.81,9,low,Female,16.62,3116,1
607,D,Flight,6,4,461.06,0,high,Female,1.62,2058,0
608,A,Ship,4,1,236.96,18,high,Female,15.8,3402,0
609,B,Flight,1,5,724.0,10,low,Female,10.07,2063,0
610,A,Road,8,5,970.54,19,medium,Male,19.51,3622,0
611,A,Road,6,1,817.21,9,medium,Female,19.31,1832,0
612,A,Flight,8,5,44.93,1,high,Male,21.34,3625,0
613,E,Ship,8,3,323.49,13,medium,Male,11.97,3267,0
614,C,Ship,9,3,38.29,11,low,Male,3.14,2443,0
615,A,Ship,4,5,49.77,3,medium,Male,13.17,3441,0
616,C,Flight,6,4,88.72,12,high,Female,16.57,2819,1
617,D,Flight,4,5,283.56,19,high,Female,0.75,3834,1
618,B,Road,2,2,311.16,9,low,Male,16.42,4793,0
619,D,Ship,9,2,406.45,1,high,Female,11.98,3137,0
620,D,Flight,7,1,410.88,16,low,Male,14.35,1752,0
621,E,Flight,7,3,773.69,9,medium,Male,9.1,3229,0
622,B,Flight,8,4,149.99,15,medium,Male,14.76,2937,1
623,D,Ship,5,5,166.16,8,medium,Male,26.46,1827,0
624,D,Ship,1,2,630.32,18,low,Male,23.64,2477,1
625,B,Road,2,3,576.02,10,high,Female,18.48,2503,0
626,B,Ship,9,3,162.46,5,low,Male,18.8,4671,0
627,D,Flight,5,4,853.74,3,medium,Female,26.86,2939,0
628,B,Road,0,4,335.77,15,medium,Male,14.39,3627,0
629,D,Ship,1,4,373.3,11,medium,Male,16.18,631,0
630,D,Ship,7,4,426.26,15,medium,Male,25.81,3814,1
631,E,Ship,7,2,329.47,2,medium,Female,22.64,3882,0
632,A,Ship,5,4,561.88,11,low,Female,12.99,634,1
633,D,Flight,2,3,394.76,14,medium,Female,9.16,2590,1
634,C,Ship,1,3,266.84,19,low,Male,15.53,1478,0
635,A,Flight,5,5,905.43,11,low,Female,3.62,3716,1
636,A,Flight,0,3,315.27,8,medium,Male,20.41,2518,0
637,A,Flight,9,3,701.5,9,medium,Female,13.93,145,1
638,E,Road,5,2,353.75,7,medium,Male,17.85,3206,0
639,D,Flight,8,3,440.87,12,low,Female,25.39,121,0
640,E,Ship,6,1,243.58,14,high,Male,10.69,2248,1
641,D,Road,8,3,754.81,16,low,Female,14.92,585,0
642,E,Ship,1,5,739.83,11,medium,Male,16.67,3212,1
643,E,Flight,4,5,32.02,15,low,Male,8.41,3693,1
644,C,Ship,8,4,69.59,10,high,Female,8.25,456,0
645,E,Road,6,2,923.15,18,high,Female,15.79,1749,0
646,B,Road,8,5,889.94,12,high,Female,7.71,4586,0
647,C,Ship,5,1,511.03,2,low,Female,25.84,2189,0
648,E,Ship,6,1,498.42,3,high,Male,29.85,3310,0
649,A,Ship,9,4,814.3,14,high,Male,6.33,1588,1
650,B,Road,4,2,147.07,13,low,Female,17.26,4194,0
651,B,Flight,5,2,657.16,10,medium,Male,4.36,4267,0
652,B,Ship,0,3,481.22,12,high,Female,5.57,3754,1
653,C,Flight,0,1,745.9,19,low,Female,22.98,1742,1
654,E,Road,1,1,39.8,17,high,Male,5.99,864,0
655,E,Ship,3,1,596.8,12,low,Female,22.47,2219,1
656,A,Ship,8,1,561.16,18,medium,Female,12.12,1860,0
657,A,Road,6,5,842.44,3,low,Male,14.38,2793,0
658,B,Ship,5,2,680.07,11,low,Female,7.78,145,0
659,A,Flight,0,3,881.36,2,high,Male,16.47,1512,1
660,C,Road,4,5,888.4,15,low,Female,9.95,1715,0
661,E,Road,3,2,414.08,0,medium,Male,5.24,4112,0
662,B,Ship,4,4,146.06,3,low,Female,4.17,3441,0
663,A,Road,8,1,633.98,8,low,Male,29.99,133,0
664,C,Ship,2,3,875.01,12,low,Female,10.37,3099,1
665,C,Ship,3,2,84.2,9,medium,Male,24.15,3989,0
666,A,Road,7,4,562.34,8,medium,Female,10.24,2117,0
667,E,Ship,2,1,123.85,19,low,Female,18.69,4025,0
668,A,Flight,2,4,36.73,5,low,Female,25.23,2018,0
669,B,Flight,8,4,682.84,18,low,Male,20.88,1563,1
670,A,Ship,4,5,685.03,2,high,Male,2.07,4599,0
671,C,Flight,9,4,604.65,9,medium,Male,5.78,368,1
672,A,Ship,0,5,860.63,9,low,Female,26.21,3008,0
673,E,Flight,6,5,90.07,1,low,Female,14.14,300,0
674,D,Road,6,4,114.21,12,medium,Male,17.95,4418,0
675,A,Ship,5,2,865.89,6,high,Male,0.73,1168,0
676,E,Ship,5,4,508.24,12,low,Male,14.62,1577,0
677,E,Ship,2,4,280.32,13,medium,Male,12.93,657,0
678,C,Ship,2,2,740.78,17,high,Female,20.59,2467,0
679,E,Ship,9,1,895.46,13,medium,Male,8.23,2190,1
680,E,Ship,8,3,692.71,12,medium,Female,22.32,3568,1
681,E,Road,0,1,794.01,18,low,Female,20.13,3090,0
682,E,Road,6,4,289.67,7,medium,Male,15.29,3128,0
683,B,Flight,9,1,295.89,3,low,Male,11.27,1348,0
684,B,Ship,6,3,865.48,8,high,Female,9.06,505,0
685,C,Flight,7,1,618.71,11,low,Male,16.05,3486,0
686,A,Flight,5,3,241.82,19,medium,Male,17.3,2832,0
687,E,Road,7,1,528.92,1,medium,Male,13.44,1536,0
688,A,Flight,0,5,689.0,3,medium,Female,9.62,4404,0
689,A,Road,0,4,226.36,18,low,Male,26.4,373,0
690,C,Flight,8,3,658.36,8,high,Female,9.31,195,1
691,E,Ship,3,4,51.72,8,high,Male,20.16,4205,0
692,E,Flight,2,5,310.65,10,medium,Female,27.14,4972,0
693,D,Road,5,1,677.23,9,low,Female,19.41,4862,0
694,A,Road,9,4,157.86,2,medium,Male,10.98,1917,1
695,A,Road,8,1,229.98,7,low,Male,8.92,3420,1
696,B,Flight,9,1,880.3,10,high,Male,25.6,2476,0
697,D,Flight,3,4,677.58,5,low,Male,14.7,2599,0
698,B,Road,8,3,503.93,17,low,Male,17.8,2327,1
699,B,Ship,4,3,218.78,7,medium,Female,17.89,461,0
700,B,Ship,6,4,348.0,1,low,Female,16.01,2483,1
701,C,Flight,2,3,578.59,19,high,Female,27.94,509,0
702,C,Flight,2,2,163.76,4,high,Male,27.93,3687,0
703,B,Road,2,1,486.93,9,high,Female,1.21,4001,0
704,D,Flight,7,4,414.88,17,medium,Female,15.17,2367,1
705,A,Flight,5,5,481.92,11,low,Male,16.97,596,0
706,D,Road,8,4,114.51,1,low,Male,27.77,3462,0
707,E,Road,8,4,115.43,9,medium,Male,2.09,2822,0
708,C,Flight,7,1,964.47,11,high,Male,23.67,1487,1
709,A,Ship,0,5,979.57,18,high,Male,19.27,4088,0
710,A,Flight,5,1,431.9,4,medium,Male,21.97,4808,0
711,E,Ship,3,3,791.11,9,medium,Female,8.75,1278,1
712,E,Ship,3,4,659.23,0,high,Male,22.4,4976,0
713,B,Ship,2,1,125.75,6,high,Female,8.48,2457,0
714,C,Road,8,2,303.71,0,low,Female,20.27,4457,1
715,C,Road,1,4,320.51,16,high,Female,23.61,2050,0
716,D,Road,0,3,599.82,11,high,Female,23.5,4794,0
717,B,Flight,9,1,584.18,6,low,Female,16.33,3087,0
718,B,Road,2,1,924.27,7,medium,Male,12.41,2333,1
719,B,Road,3,2,792.14,2,low,Male,7.31,1161,0
720,B,Flight,3,3,858.28,14,low,Female,1.0,851,0
721,C,Flight,5,2,892.32,11,high,Male,1.47,1667,0
722,C,Ship,0,4,803.26,16,medium,Male,12.56,4070,0
723,B,Flight,0,5,339.55,1,high,Male,2.85,2885,0
724,D,Flight,1,1,222.86,16,medium,Female,3.36,1007,0
725,A,Road,3,2,576.05,3,low,Female,5.84,2759,0
726,A,Ship,6,1,692.67,6,medium,Male,14.44,3026,0
727,D,Ship,5,1,392.7,14,high,Female,17.75,3345,0
728,B,Flight,8,2,849.86,15,medium,Female,20.83,4848,0
729,C,Road,6,1,960.96,5,medium,Male,14.59,3476,0
730,A,Road,4,3,573.7,4,medium,Male,19.94,446,0
731,E,Road,5,3,462.03,15,high,Male,25.86,589,0
732,E,Road,9,5,844.46,0,low,Male,11.22,1613,1
733,D,Flight,8,3,34.03,14,low,Female,20.65,675,0
734,B,Road,0,2,137.72,19,medium,Male,19.76,1277,1
735,A,Ship,8,3,847.2,4,medium,Female,19.09,2708,0
736,B,Ship,5,5,734.71,12,medium,Male,17.5,601,0
737,A,Flight,3,4,421.98,13,low,Male,21.78,4188,0
738,D,Road,4,4,889.96,1,high,Female,24.56,4431,0
739,D,Road,0,2,357.94,1,medium,Male,11.76,2406,1
740,E,Road,6,5,637.51,18,medium,Male,19.64,4690,0
741,B,Road,7,3,637.99,18,medium,Male,7.46,583,0
742,E,Flight,4,5,192.49,11,low,Male,22.68,529,0
743,B,Road,1,1,292.0,16,low,Male,26.41,1290,1
744,E,Flight,7,5,916.85,1,high,Male,22.84,945,0
745,C,Road,9,3,191.58,10,medium,Male,14.73,4745,1
746,C,Road,6,2,181.84,16,medium,Female,4.0,2600,0
747,C,Ship,9,1,484.82,13,low,Male,26.19,161,1
748,C,Flight,8,5,101.28,8,low,Female,24.44,2932,1
749,A,Ship,3,4,895.68,18,medium,Male,20.94,267,1
750,C,Flight,8,3,109.15,18,medium,Female,25.54,330,0
751,D,Road,3,2,620.39,0,medium,Female,15.99,1158,0
752,D,Road,2,3,346.38,4,low,Female,29.72,821,0
753,A,Flight,2,5,806.23,18,medium,Male,25.11,4408,0
754,C,Ship,9,2,593.91,1,high,Male,4.91,2428,0
755,C,Flight,1,4,394.42,13,low,Female,12.06,2418,0
756,C,Flight,9,1,984.03,18,high,Female,5.1,4854,0
757,E,Road,2,5,75.57,7,high,Male,6.73,2326,0
758,B,Ship,7,2,582.01,16,low,Female,15.03,4546,0
759,E,Flight,7,1,989.67,1,medium,Female,10.84,1841,1
760,B,Ship,1,2,694.04,16,high,Male,27.29,1148,0
761,C,Ship,1,5,742.37,7,medium,Female,0.0,867,0
762,C,Flight,1,2,41.77,13,high,Female,0.31,4918,0
763,E,Ship,9,4,31.15,16,low,Female,27.61,2298,0
764,E,Road,6,2,45.75,5,medium,Female,7.17,4918,0
765,B,Road,5,5,991.81,10,high,Male,0.07,1204,1
766,D,Road,0,2,979.72,7,high,Male,13.13,3663,0
767,B,Road,1,1,341.16,12,low,Female,5.87,1602,0
768,E,Ship,0,1,298.07,7,high,Male,1.6,406,0
769,E,Road,6,3,154.5,6,low,Female,15.91,2768,1
770,A,Flight,5,3,335.85,2,high,Male,4.21,4651,0
771,E,Road,1,4,376.45,1,medium,Male,25.11,538,0
772,A,Flight,1,1,750.8,11,low,Male,9.06,2525,0
773,D,Flight,1,3,867.63,3,high,Male,6.65,3156,1
774,B,Road,7,2,749.27,4,high,Male,22.19,1936,0
775,B,Road,6,4,650.01,15,medium,Male,25.46,380,0
776,A,Ship,0,5,768.24,1,high,Female,2.79,1309,1
777,B,Flight,3,3,741.11,12,low,Male,4.55,2901,1
778,E,Road,3,3,480.99,3,high,Female,14.24,3490,0
779,C,Ship,6,1,342.49,4,high,Female,17.71,4859,0
780,A,Road,1,4,289.95,11,medium,Male,2.5,2963,0
781,B,Road,3,1,682.56,14,medium,Female,11.25,3703,0
782,A,Road,0,1,959.71,4,high,Female,26.93,643,0
783,A,Flight,3,4,585.24,4,medium,Male,26.28,4160,0
784,C,Road,0,2,913.4,15,high,Male,9.34,1175,0
785,E,Ship,1,3,24.09,8,high,Male,6.82,3323,0
786,A,Road,1,1,796.53,14,low,Female,17.48,2630,0
787,B,Road,9,3,855.07,3,high,Female,2.88,3126,1
788,D,Ship,2,4,634.68,16,low,Female,7.0,2347,0
789,A,Ship,7,2,934.72,0,low,Male,5.0,363,0
790,A,Flight,5,5,594.01,15,high,Female,6.23,845,0
791,C,Flight,5,2,248.13,19,medium,Female,6.44,4052,1
792,E,Flight,8,4,223.56,16,high,Male,18.82,598,0
793,D,Flight,7,2,560.28,3,high,Female,14.64,560,0
794,B,Ship,1,5,907.42,12,medium,Female,25.87,2558,0
795,D,Road,5,1,81.64,7,medium,Male,22.07,4031,0
796,B,Road,0,2,608.35,17,low,Female,14.97,4774,0
797,E,Road,8,4,772.11,12,high,Female,9.22,3177,0
798,B,Flight,3,2,124.25,8,medium,Male,24.96,1267,1
799,C,Ship,3,5,125.6,4,medium,Male,2.39,2209,1
800,C,Ship,8,4,372.47,10,low,Male,20.43,824,0
801,C,Ship,2,2,281.14,13,high,Male,3.39,1269,1
802,C,Road,4,4,206.33,17,medium,Male,15.98,2398,0
803,D,Flight,0,5,206.71,17,low,Male,27.05,3284,0
804,E,Ship,5,1,139.36,19,low,Female,7.14,2739,0
805,B,Flight,2,5,614.75,15,low,Male,2.36,4853,1
806,B,Ship,0,1,691.24,3,low,Male,10.18,4977,0
807,C,Flight,9,3,705.91,18,high,Female,14.35,2644,0
808,C,Ship,5,5,537.03,4,high,Female,21.74,4974,1
809,A,Flight,9,1,953.38,1,medium,Female,0.89,3173,0
810,E,Ship,1,3,881.73,16,medium,Female,3.93,4476,0
811,D,Ship,7,3,958.05,3,medium,Male,12.32,3933,0
812,B,Flight,1,3,394.91,5,medium,Female,2.85,550,1
813,A,Flight,3,4,879.01,17,medium,Male,28.68,1373,1
814,A,Road,2,5,765.25,5,low,Female,15.33,1568,0
815,B,Flight,8,5,346.57,19,high,Male,11.31,1803,1
816,D,Ship,1,5,115.53,14,low,Male,29.39,1132,0
817,A,Ship,2,5,685.8,0,high,Male,19.38,4609,0
818,A,Flight,6,4,145.09,16,low,Male,15.47,4685,1
819,E,Road,3,5,300.84,1,low,Male,7.23,953,0
820,D,Flight,5,1,505.36,3,medium,Male,7.59,4749,0
821,A,Ship,2,3,683.08,2,high,Male,10.87,4319,1
822,D,Ship,0,4,926.97,2,high,Male,22.52,792,0
823,B,Road,5,4,597.31,13,high,Male,24.48,1425,0
824,C,Flight,3,5,674.7,19,medium,Female,5.76,2885,0
825,A,Ship,1,3,316.91,7,medium,Male,24.52,1183,0
826,E,Ship,6,1,690.42,7,medium,Male,9.93,3804,0
827,B,Ship,9,3,443.41,8,medium,Female,6.01,2714,0
828,D,Flight,4,2,858.36,17,low,Male,5.84,3481,1
829,B,Flight,5,3,398.53,6,high,Female,13.9,1970,0
830,A,Road,5,1,473.59,9,medium,Female,23.01,2402,0
831,D,Ship,8,1,438.26,0,medium,Male,17.12,4253,1
832,C,Ship,1,1,813.01,3,medium,Male,13.94,2254,0
833,B,Road,5,4,954.16,19,medium,Male,0.54,4800,0
834,A,Ship,8,4,334.0,3,high,Male,16.91,3122,1
835,E,Road,3,2,480.28,13,low,Male,20.24,1033,1
836,D,Road,5,3,708.87,4,low,Female,2.94,1381,0
837,B,Ship,6,5,896.43,4,medium,Female,28.69,3291,0
838,B,Flight,0,2,498.76,18,low,Male,2.75,2520,0
839,C,Flight,4,5,117.8,4,medium,Male,20.72,4486,0
840,C,Flight,3,5,374.98,10,medium,Female,15.74,831,0
841,E,Flight,9,2,554.86,1,high,Male,26.53,3851,0
842,E,Ship,1,3,423.35,14,low,Female,12.42,3861,0
843,A,Road,1,5,194.69,13,low,Male,15.26,2301,0
844,A,Road,1,4,46.62,13,medium,Male,16.59,2499,0
845,E,Ship,6,4,690.53,7,high,Male,26.25,1266,1
846,E,Flight,3,2,992.81,19,medium,Male,23.99,3132,0
847,D,Road,5,5,920.01,7,high,Female,8.4,3928,0
848,C,Ship,6,2,686.44,4,low,Male,28.66,3679,0
849,A,Ship,8,4,843.11,4,high,Male,22.59,4605,0
850,C,Flight,1,2,263.17,13,low,Male,0.36,3109,0
851,C,Ship,9,5,626.21,4,low,Male,5.51,899,1
852,E,Road,8,5,70.0,8,low,Male,25.67,3522,0
853,D,Road,4,4,710.11,10,medium,Male,19.38,2334,0
854,B,Ship,5,1,970.17,16,medium,Female,7.74,486,0
855,D,Road,5,1,862.19,11,high,Male,5.14,864,0
856,D,Ship,2,3,539.1,11,medium,Male,4.4,4007,1
857,C,Road,9,4,790.85,15,medium,Male,9.54,4083,0
858,D,Flight,6,3,944.46,0,high,Female,26.96,3490,0
859,A,Road,6,4,223.86,17,low,Female,10.56,2925,1
860,C,Flight,7,5,795.33,5,high,Female,19.82,3928,1
861,A,Flight,4,4,277.15,4,medium,Male,3.35,278,0
862,B,Ship,1,2,878.18,17,low,Female,15.94,1736,0
863,C,Flight,2,3,107.37,12,high,Female,10.29,3254,0
864,B,Road,8,4,186.44,5,low,Female,4.82,3265,0
865,C,Road,5,3,723.41,6,medium,Female,23.93,1575,1
866,E,Flight,7,4,183.03,2,medium,Male,24.47,1618,0
867,D,Ship,7,1,166.47,10,high,Female,9.19,929,0
868,E,Flight,4,3,559.91,7,low,Male,19.61,1499,0
869,B,Road,0,5,836.64,3,medium,Female,11.82,2465,0
870,D,Road,5,5,275.78,9,low,Female,1.33,2819,0
